32762.969684331714	1396.0172108716713
32740.490149290737	1362.262152924528
32719.201957961253	1322.2606865607356
32699.13891382005	1277.655976010361
32680.334820343895	1230.091185503471
32662.823481009655	1181.2094792701373
32645.53929562779	1132.134520128688
32635.566650385103	1103.1983549687689
32621.851001646533	1057.9978520741884
32606.915241719038	1003.6771516015529
32590.29314556295	944.0919111861903
32575.375302589215	887.290747328508
32562.316639046225	837.6589726511465
32618.478146937854	826.4442279927899
32618.61838760678	777.012664266685
32545.458105652877	710.9436828161241
32405.287312704564	641.7961592863711
32269.27006619674	581.7138188214756
31987.674339960387	499.12652438785176
31628.416586051073	420.68263242776175
31155.976177627068	354.8429523657278
30579.652003900108	309.6142440671285
29914.982721912656	293.00774122979726
29265.676525381023	313.2812086119405
28479.410145869766	305.0280494338286
27425.12307994277	296.65457381643
26273.80881230591	289.1950981148064
25027.365213159246	282.8772706364788
23557.871978573196	275.929172513987
22009.092928881182	269.6687017398262
20651.838209957557	264.23367808584476
19110.690494315004	259.2460912388669
17436.27075373364	254.59970029410695
15613.696172000276	250.37595955226428
13655.592180484067	246.54637398969902
11144.337000455698	241.90700622423861
8500.905221102326	237.1291345974181
5879.268637972074	232.50544347765117
3337.2255812994317	228.2066574129324
1274.3887661528815	224.78558526126108
-68.84690096147139	222.59884995893128
-452.08651353749474	222.00307444223782
365.06483493095845	223.35488164747562
