type,rd_percentage,pause,bandwidth_mean,bandwidth_std,bandwidth_min,bandwidth_max,rd_mapped_mean,latency_mean,latency_std,latency_min,latency_max,bandwidth_smooth,latency_smooth
DDR5-4800,100,0,1.1706349438234733,0.00021822344728258692,1.1704806365440859,1.1707892511028606,0.9905381943833185,5821.692303265,2.1566431769207077,5820.16732625,5823.2172802800005,1.170948825215041,5963.549815865417
DDR5-4800,100,5,1.1710486936147113,0.0001337377821066898,1.1709541267220829,1.17114326050734,0.9904605286325012,5816.73642436,13.576648117969887,5807.1362844099995,5826.33656431,1.1722298249961796,5633.3002355976905
DDR5-4800,100,10,1.176763922700732,0.0016933148938918204,1.1755665682565768,1.177961277144887,0.9895228197900556,5704.76419519,10.416193955374649,5697.39883381,5712.129556569999,1.1728483257908393,5590.478074625977
DDR5-4800,100,15,1.1716585860540332,0.0008218340009520184,1.1710774616589503,1.172239710449116,0.9902458824437912,5729.56894049,1.6412395282828878,5728.40840889,5730.72947209,1.1729461877089806,5775.936739659588
DDR5-4800,100,20,1.1710822340581517,0.0001187221991520811,1.1709982847860538,1.1711661833302494,0.9904551182088607,5998.607958245,8.97992581027909,5992.2581918099995,6004.95772468,1.1726652708605638,6130.529637407839
DDR5-4800,100,25,1.1709151354697331,1.0596623915791744e-05,1.1709076425251046,1.1709226284143617,0.9904842749416007,6496.158536195,0.15520867274961866,6496.04878709,6496.2682853,1.1721474353555539,6595.110174580065
DDR5-4800,100,30,1.1731916550300783,0.003018213905580574,1.1710574555103708,1.175325854549786,0.9895022999590508,7311.18812245,7.750386710765174,7305.70777145,7316.66847345,1.17156421490102,7075.079517187959
DDR5-4800,100,35,1.1709971628179794,3.745812989132011e-05,1.1709706759203227,1.171023649715636,0.9905206229502216,7280.084178249999,1.1092385349253975,7279.29982816,7280.868528339999,1.170676956015584,7491.064435159964
DDR5-4800,100,40,1.1706790581609106,0.0002715082691596741,1.1704870728226395,1.1708710434991816,0.9904449407414927,8388.003599335,2.1432908795711083,8386.48806382,8389.51913485,1.1712152455885565,7925.844740405828
DDR5-4800,100,45,1.1707705846339582,0.00011142368313241665,1.1706917961920305,1.1708493730758858,0.9905233523952341,8383.281745305001,2.550010172402135,8381.47861582,8385.08487479,1.1710848325381644,8310.936727273638
DDR5-4800,100,50,1.1706515924822443,5.32909307889787e-05,1.1706139101037076,1.170689274860781,0.9904532020490923,8412.383454625,13.090256424168892,8403.12724554,8421.63966371,1.1711095879730042,8615.700483139082
DDR5-4800,100,55,1.170862263922585,6.857283110827716e-05,1.1708137756087031,1.1709107522364668,0.9904264298638805,8444.012868255,26.141591011165204,8425.52797198,8462.49776453,1.170825893825401,8847.09249879004
DDR5-4800,100,60,1.1726461876570764,0.0032079345945687683,1.1703778353516539,1.1749145399624987,0.9895900105706459,9331.907795895,41.195503112161184,9302.77817629,9361.0374155,1.1712079300815401,9065.274293407254
DDR5-4800,100,65,1.1701339709416336,0.000421106919230627,1.169836203383441,1.1704317384998262,0.9905286124346855,9335.327911915,12.191182582826618,9326.70744404,9343.94837979,1.1713316843839006,9473.61270392135
DDR5-4800,100,70,1.1719614050699707,0.0020854066441864396,1.170486799890335,1.1734360102496064,0.9898469728837141,9326.253889349999,26.7639277171729,9307.32893457,9345.17884413,1.171295879148891,9538.85002948248
DDR5-4800,100,80,1.1703272855585114,0.00048355980731259134,1.1699853571396512,1.1706692139773713,0.9905315080244546,9324.629354870001,28.72223071587539,9304.31967076,9344.939038980001,1.1711828943862133,9213.08013655057
DDR5-4800,100,90,1.1720850483582732,0.003419540291871901,1.16966706822935,1.1745030284871965,0.9896930448943642,9302.388154935,3.9892413282562833,9299.56733534,9305.20897453,1.1710123087453606,8614.296412565895
DDR5-4800,100,100,1.1705159622747785,0.0004441483066743879,1.1702019019952765,1.1708300225542805,0.9904528211564314,9312.39744474,21.946286533922613,9296.87907671,9327.91581277,1.1708398964996394,7803.882184912676
DDR5-4800,100,120,1.1704803483819428,0.00018884261520028247,1.1703468164881579,1.170613880275728,0.9905117248654429,5464.698974704999,21.764426568184568,5449.30920109,5480.0887483199995,1.1709460099369826,7015.925288759445
DDR5-4800,100,140,1.1707478361407047,0.00010487233175227425,1.1706736802037638,1.1708219920776457,0.990429294916122,5429.17825906,3.959496775440067,5426.37847204,5431.97804608,1.1707351222945142,6264.079086961367
DDR5-4800,100,160,1.1709726488848402,0.0001574600787247643,1.1708613077954078,1.1710839899742727,0.9904581286353442,5612.31191717,11.476128239617568,5604.19706907,5620.42676527,1.1707701887370703,5634.370782571573
DDR5-4800,100,180,1.1708591721553832,4.454829016758175e-06,1.1708560221155764,1.17086232219519,0.9904964602781179,5517.1435908,10.91193075118431,5509.42769057,5524.859491030001,1.1706052752950846,5232.175339626513
DDR5-4800,100,200,1.170501546493496,5.783424197340887e-05,1.1704606515088118,1.1705424414781802,0.9904526240417404,5400.178274010001,3.137562004818245,5397.95968264,5402.39686538,1.1707067515737952,5124.5857908238195
DDR5-4800,100,220,1.1706555741468927,0.00017701927497557727,1.1705304026171568,1.1707807456766288,0.9904389806442522,5373.250506005001,0.16017919501447658,5373.13724221,5373.3637698,1.1706923825893294,5425.348276485624
DDR5-4800,100,260,1.170560314627118,0.0002494901311604283,1.1703838984635353,1.1707367307907006,0.9904756798754658,5362.857909015,25.44437518306413,5344.866018780001,5380.84979925,1.169745781580939,5385.851523288189
